MSFT,NFLX,NVDA,GOOG,GOOGL,AAPL,TSLA,ADBE,FB,AMZN
0.19372687032871347,0.03336114940860605,0.0868224366881939,0.07330745228938394,0.06875408170669764,0.1918402147884769,0.11622886582976563,0.03686234670923736,0.06238661925839925,0.13670996299252594
